row_id,group_id,recommended_split,current_text,context_text,discourse_role,source,review_status
disc_s_csa_0218,speech_act_009_contract,train,"Lead: Shall we offer a twelve-month renewal?
Team: Agreed. That's the approach we will use.","[CURRENT]
Lead: Shall we offer a twelve-month renewal?
Team: Agreed. That's the approach we will use.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0219,speech_act_009_contract,train,"One option would be to offer a twelve-month renewal, although no decision was made.","[CURRENT]
One option would be to offer a twelve-month renewal, although no decision was made.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0220,speech_act_009_contract,train,The team identified that unclear termination wording could prolong negotiation.,"[CURRENT]
The team identified that unclear termination wording could prolong negotiation.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0221,speech_act_009_contract,train,"If the dependency is not resolved, unclear termination wording could prolong negotiation. The issue remains open.","[CURRENT]
If the dependency is not resolved, unclear termination wording could prolong negotiation. The issue remains open.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0222,speech_act_009_contract,train,"The team checked whether unclear termination wording could prolong negotiation, but evidence confirmed the exposure is closed and no monitoring is required.","[CURRENT]
The team checked whether unclear termination wording could prolong negotiation, but evidence confirmed the exposure is closed and no monitoring is required.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0223,speech_act_009_contract,train,The current position is that the contract work remains in progress.,"[CURRENT]
The current position is that the contract work remains in progress.",supporting_detail,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0224,speech_act_009_contract,train,Can everyone see the contract screen? We will pause for two minutes before continuing.,"[CURRENT]
Can everyone see the contract screen? We will pause for two minutes before continuing.",administrative,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0225,speech_act_009_contract,train,"Amara: I promise I'll bring coffee to the next contract call. This is social chat, not project work.","[CURRENT]
Amara: I promise I'll bring coffee to the next contract call. This is social chat, not project work.",administrative,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0226,speech_act_010_audit,train,Louis: I'll prepare the audit evidence index by next week.,"[CURRENT]
Louis: I'll prepare the audit evidence index by next week.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0227,speech_act_010_audit,train,Louis: I can prepare the audit evidence index. I'll have it done by next week.,"[CURRENT]
Louis: I can prepare the audit evidence index. I'll have it done by next week.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0228,speech_act_010_audit,train,"Could Louis prepare the audit evidence index by next week? Louis: Yes, I'll take that.","[CURRENT]
Could Louis prepare the audit evidence index by next week? Louis: Yes, I'll take that.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0229,speech_act_010_audit,train,"Lead: Can you prepare the audit evidence index?
Louis: Yes.
Lead: Can you finish by next week?
Louis: That works.","[CURRENT]
Lead: Can you prepare the audit evidence index?
Louis: Yes.
Lead: Can you finish by next week?
Louis: That works.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0230,speech_act_010_audit,train,Louis to prepare the audit evidence index; due next week.,"[CURRENT]
Louis to prepare the audit evidence index; due next week.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0231,speech_act_010_audit,train,"Actions recap: Louis, you're taking the item to prepare the audit evidence index. Louis: Correct, by next week.","[CURRENT]
Actions recap: Louis, you're taking the item to prepare the audit evidence index. Louis: Correct, by next week.",single_item_recap,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0232,speech_act_010_audit,train,We need someone to prepare the audit evidence index. Louis: Leave that with me; next week is fine.,"[CURRENT]
We need someone to prepare the audit evidence index. Louis: Leave that with me; next week is fine.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0233,speech_act_010_audit,train,"We need to prepare the audit evidence index, but nobody accepted ownership or timing.","[CURRENT]
We need to prepare the audit evidence index, but nobody accepted ownership or timing.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0234,speech_act_010_audit,train,It would help to prepare the audit evidence index. The group moved on without assigning it.,"[CURRENT]
It would help to prepare the audit evidence index. The group moved on without assigning it.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0235,speech_act_010_audit,train,"Perhaps Louis could prepare the audit evidence index if there is time, but this was not agreed.","[CURRENT]
Perhaps Louis could prepare the audit evidence index if there is time, but this was not agreed.",hypothetical,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0236,speech_act_010_audit,train,"Louis: I might prepare the audit evidence index, depending on capacity. Lead: Treat that as an idea, not an action.","[CURRENT]
Louis: I might prepare the audit evidence index, depending on capacity. Lead: Treat that as an idea, not an action.",hypothetical,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0237,speech_act_010_audit,train,Louis already completed the work to prepare the audit evidence index yesterday.,"[CURRENT]
Louis already completed the work to prepare the audit evidence index yesterday.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0238,speech_act_010_audit,train,Lead: Louis should prepare the audit evidence index. Louis: That's already done; it closed yesterday.,"[CURRENT]
Lead: Louis should prepare the audit evidence index. Louis: That's already done; it closed yesterday.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0239,speech_act_010_audit,train,Do not prepare the audit evidence index; that proposed action has been cancelled.,"[CURRENT]
Do not prepare the audit evidence index; that proposed action has been cancelled.",state_modifier,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0240,speech_act_010_audit,train,Earlier we asked Louis to prepare the audit evidence index. That assignment is withdrawn and must not remain open.,"[CURRENT]
Earlier we asked Louis to prepare the audit evidence index. That assignment is withdrawn and must not remain open.",state_modifier,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0241,speech_act_010_audit,train,The team agreed to sample two additional operational processes.,"[CURRENT]
The team agreed to sample two additional operational processes.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0242,speech_act_010_audit,train,"Option A was discussed, but the final position is to sample two additional operational processes.","[CURRENT]
Option A was discussed, but the final position is to sample two additional operational processes.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0243,speech_act_010_audit,train,"Lead: Shall we sample two additional operational processes?
Team: Agreed. That's the approach we will use.","[CURRENT]
Lead: Shall we sample two additional operational processes?
Team: Agreed. That's the approach we will use.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0244,speech_act_010_audit,train,"One option would be to sample two additional operational processes, although no decision was made.","[CURRENT]
One option would be to sample two additional operational processes, although no decision was made.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0245,speech_act_010_audit,train,The team identified that missing records could prevent completion of the audit plan.,"[CURRENT]
The team identified that missing records could prevent completion of the audit plan.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0246,speech_act_010_audit,train,"If the dependency is not resolved, missing records could prevent completion of the audit plan. The issue remains open.","[CURRENT]
If the dependency is not resolved, missing records could prevent completion of the audit plan. The issue remains open.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0247,speech_act_010_audit,train,"The team checked whether missing records could prevent completion of the audit plan, but evidence confirmed the exposure is closed and no monitoring is required.","[CURRENT]
The team checked whether missing records could prevent completion of the audit plan, but evidence confirmed the exposure is closed and no monitoring is required.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0248,speech_act_010_audit,train,The current position is that the audit work remains in progress.,"[CURRENT]
The current position is that the audit work remains in progress.",supporting_detail,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0249,speech_act_010_audit,train,Can everyone see the audit screen? We will pause for two minutes before continuing.,"[CURRENT]
Can everyone see the audit screen? We will pause for two minutes before continuing.",administrative,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0250,speech_act_010_audit,train,"Louis: I promise I'll bring coffee to the next audit call. This is social chat, not project work.","[CURRENT]
Louis: I promise I'll bring coffee to the next audit call. This is social chat, not project work.",administrative,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0251,speech_act_011_marketing,train,Mei: I'll update the campaign launch schedule by Tuesday.,"[CURRENT]
Mei: I'll update the campaign launch schedule by Tuesday.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0252,speech_act_011_marketing,train,Mei: I can update the campaign launch schedule. I'll have it done by Tuesday.,"[CURRENT]
Mei: I can update the campaign launch schedule. I'll have it done by Tuesday.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0253,speech_act_011_marketing,train,"Could Mei update the campaign launch schedule by Tuesday? Mei: Yes, I'll take that.","[CURRENT]
Could Mei update the campaign launch schedule by Tuesday? Mei: Yes, I'll take that.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0254,speech_act_011_marketing,train,"Lead: Can you update the campaign launch schedule?
Mei: Yes.
Lead: Can you finish by Tuesday?
Mei: That works.","[CURRENT]
Lead: Can you update the campaign launch schedule?
Mei: Yes.
Lead: Can you finish by Tuesday?
Mei: That works.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0255,speech_act_011_marketing,train,Mei to update the campaign launch schedule; due Tuesday.,"[CURRENT]
Mei to update the campaign launch schedule; due Tuesday.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0256,speech_act_011_marketing,train,"Actions recap: Mei, you're taking the item to update the campaign launch schedule. Mei: Correct, by Tuesday.","[CURRENT]
Actions recap: Mei, you're taking the item to update the campaign launch schedule. Mei: Correct, by Tuesday.",single_item_recap,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0257,speech_act_011_marketing,train,We need someone to update the campaign launch schedule. Mei: Leave that with me; Tuesday is fine.,"[CURRENT]
We need someone to update the campaign launch schedule. Mei: Leave that with me; Tuesday is fine.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0258,speech_act_011_marketing,train,"We need to update the campaign launch schedule, but nobody accepted ownership or timing.","[CURRENT]
We need to update the campaign launch schedule, but nobody accepted ownership or timing.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0259,speech_act_011_marketing,train,It would help to update the campaign launch schedule. The group moved on without assigning it.,"[CURRENT]
It would help to update the campaign launch schedule. The group moved on without assigning it.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0260,speech_act_011_marketing,train,"Perhaps Mei could update the campaign launch schedule if there is time, but this was not agreed.","[CURRENT]
Perhaps Mei could update the campaign launch schedule if there is time, but this was not agreed.",hypothetical,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0261,speech_act_011_marketing,train,"Mei: I might update the campaign launch schedule, depending on capacity. Lead: Treat that as an idea, not an action.","[CURRENT]
Mei: I might update the campaign launch schedule, depending on capacity. Lead: Treat that as an idea, not an action.",hypothetical,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0262,speech_act_011_marketing,train,Mei already completed the work to update the campaign launch schedule yesterday.,"[CURRENT]
Mei already completed the work to update the campaign launch schedule yesterday.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0263,speech_act_011_marketing,train,Lead: Mei should update the campaign launch schedule. Mei: That's already done; it closed yesterday.,"[CURRENT]
Lead: Mei should update the campaign launch schedule. Mei: That's already done; it closed yesterday.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0264,speech_act_011_marketing,train,Do not update the campaign launch schedule; that proposed action has been cancelled.,"[CURRENT]
Do not update the campaign launch schedule; that proposed action has been cancelled.",state_modifier,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0265,speech_act_011_marketing,train,Earlier we asked Mei to update the campaign launch schedule. That assignment is withdrawn and must not remain open.,"[CURRENT]
Earlier we asked Mei to update the campaign launch schedule. That assignment is withdrawn and must not remain open.",state_modifier,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0266,speech_act_011_marketing,train,The team agreed to move the regional campaign into September.,"[CURRENT]
The team agreed to move the regional campaign into September.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0267,speech_act_011_marketing,train,"Option A was discussed, but the final position is to move the regional campaign into September.","[CURRENT]
Option A was discussed, but the final position is to move the regional campaign into September.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0268,speech_act_011_marketing,train,"Lead: Shall we move the regional campaign into September?
Team: Agreed. That's the approach we will use.","[CURRENT]
Lead: Shall we move the regional campaign into September?
Team: Agreed. That's the approach we will use.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0269,speech_act_011_marketing,train,"One option would be to move the regional campaign into September, although no decision was made.","[CURRENT]
One option would be to move the regional campaign into September, although no decision was made.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0270,speech_act_011_marketing,train,The team identified that creative approval may slip beyond the media booking date.,"[CURRENT]
The team identified that creative approval may slip beyond the media booking date.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0271,speech_act_011_marketing,train,"If the dependency is not resolved, creative approval may slip beyond the media booking date. The issue remains open.","[CURRENT]
If the dependency is not resolved, creative approval may slip beyond the media booking date. The issue remains open.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0272,speech_act_011_marketing,train,"The team checked whether creative approval may slip beyond the media booking date, but evidence confirmed the exposure is closed and no monitoring is required.","[CURRENT]
The team checked whether creative approval may slip beyond the media booking date, but evidence confirmed the exposure is closed and no monitoring is required.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0273,speech_act_011_marketing,train,The current position is that the marketing work remains in progress.,"[CURRENT]
The current position is that the marketing work remains in progress.",supporting_detail,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0274,speech_act_011_marketing,train,Can everyone see the marketing screen? We will pause for two minutes before continuing.,"[CURRENT]
Can everyone see the marketing screen? We will pause for two minutes before continuing.",administrative,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0275,speech_act_011_marketing,train,"Mei: I promise I'll bring coffee to the next marketing call. This is social chat, not project work.","[CURRENT]
Mei: I promise I'll bring coffee to the next marketing call. This is social chat, not project work.",administrative,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0276,speech_act_012_operations,test,Declan: I'll update the weekend duty rota by this afternoon.,"[CURRENT]
Declan: I'll update the weekend duty rota by this afternoon.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0277,speech_act_012_operations,test,Declan: I can update the weekend duty rota. I'll have it done by this afternoon.,"[CURRENT]
Declan: I can update the weekend duty rota. I'll have it done by this afternoon.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0278,speech_act_012_operations,test,"Could Declan update the weekend duty rota by this afternoon? Declan: Yes, I'll take that.","[CURRENT]
Could Declan update the weekend duty rota by this afternoon? Declan: Yes, I'll take that.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0279,speech_act_012_operations,test,"Lead: Can you update the weekend duty rota?
Declan: Yes.
Lead: Can you finish by this afternoon?
Declan: That works.","[CURRENT]
Lead: Can you update the weekend duty rota?
Declan: Yes.
Lead: Can you finish by this afternoon?
Declan: That works.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0280,speech_act_012_operations,test,Declan to update the weekend duty rota; due this afternoon.,"[CURRENT]
Declan to update the weekend duty rota; due this afternoon.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0281,speech_act_012_operations,test,"Actions recap: Declan, you're taking the item to update the weekend duty rota. Declan: Correct, by this afternoon.","[CURRENT]
Actions recap: Declan, you're taking the item to update the weekend duty rota. Declan: Correct, by this afternoon.",single_item_recap,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0282,speech_act_012_operations,test,We need someone to update the weekend duty rota. Declan: Leave that with me; this afternoon is fine.,"[CURRENT]
We need someone to update the weekend duty rota. Declan: Leave that with me; this afternoon is fine.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0283,speech_act_012_operations,test,"We need to update the weekend duty rota, but nobody accepted ownership or timing.","[CURRENT]
We need to update the weekend duty rota, but nobody accepted ownership or timing.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0284,speech_act_012_operations,test,It would help to update the weekend duty rota. The group moved on without assigning it.,"[CURRENT]
It would help to update the weekend duty rota. The group moved on without assigning it.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0285,speech_act_012_operations,test,"Perhaps Declan could update the weekend duty rota if there is time, but this was not agreed.","[CURRENT]
Perhaps Declan could update the weekend duty rota if there is time, but this was not agreed.",hypothetical,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0286,speech_act_012_operations,test,"Declan: I might update the weekend duty rota, depending on capacity. Lead: Treat that as an idea, not an action.","[CURRENT]
Declan: I might update the weekend duty rota, depending on capacity. Lead: Treat that as an idea, not an action.",hypothetical,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0287,speech_act_012_operations,test,Declan already completed the work to update the weekend duty rota yesterday.,"[CURRENT]
Declan already completed the work to update the weekend duty rota yesterday.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0288,speech_act_012_operations,test,Lead: Declan should update the weekend duty rota. Declan: That's already done; it closed yesterday.,"[CURRENT]
Lead: Declan should update the weekend duty rota. Declan: That's already done; it closed yesterday.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0289,speech_act_012_operations,test,Do not update the weekend duty rota; that proposed action has been cancelled.,"[CURRENT]
Do not update the weekend duty rota; that proposed action has been cancelled.",state_modifier,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0290,speech_act_012_operations,test,Earlier we asked Declan to update the weekend duty rota. That assignment is withdrawn and must not remain open.,"[CURRENT]
Earlier we asked Declan to update the weekend duty rota. That assignment is withdrawn and must not remain open.",state_modifier,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0291,speech_act_012_operations,test,The team agreed to keep weekend support within the internal team.,"[CURRENT]
The team agreed to keep weekend support within the internal team.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0292,speech_act_012_operations,test,"Option A was discussed, but the final position is to keep weekend support within the internal team.","[CURRENT]
Option A was discussed, but the final position is to keep weekend support within the internal team.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0293,speech_act_012_operations,test,"Lead: Shall we keep weekend support within the internal team?
Team: Agreed. That's the approach we will use.","[CURRENT]
Lead: Shall we keep weekend support within the internal team?
Team: Agreed. That's the approach we will use.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0294,speech_act_012_operations,test,"One option would be to keep weekend support within the internal team, although no decision was made.","[CURRENT]
One option would be to keep weekend support within the internal team, although no decision was made.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0295,speech_act_012_operations,test,The team identified that insufficient weekend cover could delay incident response.,"[CURRENT]
The team identified that insufficient weekend cover could delay incident response.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0296,speech_act_012_operations,test,"If the dependency is not resolved, insufficient weekend cover could delay incident response. The issue remains open.","[CURRENT]
If the dependency is not resolved, insufficient weekend cover could delay incident response. The issue remains open.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0297,speech_act_012_operations,test,"The team checked whether insufficient weekend cover could delay incident response, but evidence confirmed the exposure is closed and no monitoring is required.","[CURRENT]
The team checked whether insufficient weekend cover could delay incident response, but evidence confirmed the exposure is closed and no monitoring is required.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0298,speech_act_012_operations,test,The current position is that the operations work remains in progress.,"[CURRENT]
The current position is that the operations work remains in progress.",supporting_detail,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0299,speech_act_012_operations,test,Can everyone see the operations screen? We will pause for two minutes before continuing.,"[CURRENT]
Can everyone see the operations screen? We will pause for two minutes before continuing.",administrative,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0300,speech_act_012_operations,test,"Declan: I promise I'll bring coffee to the next operations call. This is social chat, not project work.","[CURRENT]
Declan: I promise I'll bring coffee to the next operations call. This is social chat, not project work.",administrative,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0301,speech_act_013_documentation,train,Nora: I'll rewrite the account-permissions guide by Friday.,"[CURRENT]
Nora: I'll rewrite the account-permissions guide by Friday.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0302,speech_act_013_documentation,train,Nora: I can rewrite the account-permissions guide. I'll have it done by Friday.,"[CURRENT]
Nora: I can rewrite the account-permissions guide. I'll have it done by Friday.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0303,speech_act_013_documentation,train,"Could Nora rewrite the account-permissions guide by Friday? Nora: Yes, I'll take that.","[CURRENT]
Could Nora rewrite the account-permissions guide by Friday? Nora: Yes, I'll take that.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0304,speech_act_013_documentation,train,"Lead: Can you rewrite the account-permissions guide?
Nora: Yes.
Lead: Can you finish by Friday?
Nora: That works.","[CURRENT]
Lead: Can you rewrite the account-permissions guide?
Nora: Yes.
Lead: Can you finish by Friday?
Nora: That works.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0305,speech_act_013_documentation,train,Nora to rewrite the account-permissions guide; due Friday.,"[CURRENT]
Nora to rewrite the account-permissions guide; due Friday.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0306,speech_act_013_documentation,train,"Actions recap: Nora, you're taking the item to rewrite the account-permissions guide. Nora: Correct, by Friday.","[CURRENT]
Actions recap: Nora, you're taking the item to rewrite the account-permissions guide. Nora: Correct, by Friday.",single_item_recap,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0307,speech_act_013_documentation,train,We need someone to rewrite the account-permissions guide. Nora: Leave that with me; Friday is fine.,"[CURRENT]
We need someone to rewrite the account-permissions guide. Nora: Leave that with me; Friday is fine.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0308,speech_act_013_documentation,train,"We need to rewrite the account-permissions guide, but nobody accepted ownership or timing.","[CURRENT]
We need to rewrite the account-permissions guide, but nobody accepted ownership or timing.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0309,speech_act_013_documentation,train,It would help to rewrite the account-permissions guide. The group moved on without assigning it.,"[CURRENT]
It would help to rewrite the account-permissions guide. The group moved on without assigning it.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0310,speech_act_013_documentation,train,"Perhaps Nora could rewrite the account-permissions guide if there is time, but this was not agreed.","[CURRENT]
Perhaps Nora could rewrite the account-permissions guide if there is time, but this was not agreed.",hypothetical,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0311,speech_act_013_documentation,train,"Nora: I might rewrite the account-permissions guide, depending on capacity. Lead: Treat that as an idea, not an action.","[CURRENT]
Nora: I might rewrite the account-permissions guide, depending on capacity. Lead: Treat that as an idea, not an action.",hypothetical,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0312,speech_act_013_documentation,train,Nora already completed the work to rewrite the account-permissions guide yesterday.,"[CURRENT]
Nora already completed the work to rewrite the account-permissions guide yesterday.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0313,speech_act_013_documentation,train,Lead: Nora should rewrite the account-permissions guide. Nora: That's already done; it closed yesterday.,"[CURRENT]
Lead: Nora should rewrite the account-permissions guide. Nora: That's already done; it closed yesterday.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0314,speech_act_013_documentation,train,Do not rewrite the account-permissions guide; that proposed action has been cancelled.,"[CURRENT]
Do not rewrite the account-permissions guide; that proposed action has been cancelled.",state_modifier,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0315,speech_act_013_documentation,train,Earlier we asked Nora to rewrite the account-permissions guide. That assignment is withdrawn and must not remain open.,"[CURRENT]
Earlier we asked Nora to rewrite the account-permissions guide. That assignment is withdrawn and must not remain open.",state_modifier,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0316,speech_act_013_documentation,train,The team agreed to publish one combined onboarding guide.,"[CURRENT]
The team agreed to publish one combined onboarding guide.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0317,speech_act_013_documentation,train,"Option A was discussed, but the final position is to publish one combined onboarding guide.","[CURRENT]
Option A was discussed, but the final position is to publish one combined onboarding guide.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0318,speech_act_013_documentation,train,"Lead: Shall we publish one combined onboarding guide?
Team: Agreed. That's the approach we will use.","[CURRENT]
Lead: Shall we publish one combined onboarding guide?
Team: Agreed. That's the approach we will use.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0319,speech_act_013_documentation,train,"One option would be to publish one combined onboarding guide, although no decision was made.","[CURRENT]
One option would be to publish one combined onboarding guide, although no decision was made.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
