row_id,text,current_text,context_text,speech_act,domain,group_id,recommended_split,source,review_status,review_confidence,review_notes,canonical_group_id,gold_include,previous_text,next_text,lifecycle_state,context_dependency,canonical_worthiness,temporal_role,gold_section,evidence_type,action_state,signals
ctx_005_15,Can everyone see my screen?,Can everyone see my screen?,"[PREVIOUS]
The meeting is starting.
[CURRENT]
Can everyone see my screen?
[NEXT]
We will continue in a moment.",contextual_curriculum,customer_support,context_005_customer_support,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,The meeting is starting.,We will continue in a moment.,none,standalone,none,other,,background_context,not_action,
ctx_005_16,The customer support work remains in progress.,The customer support work remains in progress.,"[PREVIOUS]
We reviewed the background.
[CURRENT]
The customer support work remains in progress.
[NEXT]
No commitment was made.",contextual_curriculum,customer_support,context_005_customer_support,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We reviewed the background.,No commitment was made.,none,standalone,supporting_detail,none,,background_context,not_action,
ctx_006_01,I'll request the supplier insurance certificate.,I'll request the supplier insurance certificate.,"[PREVIOUS]
We need someone to handle this.
[CURRENT]
I'll request the supplier insurance certificate.
[NEXT]
Can it be done by Thursday?",contextual_curriculum,supplier,context_006_supplier,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_006,True,We need someone to handle this.,Can it be done by Thursday?,active,needs_previous,canonical_item,none,action,action_commitment,confirmed_action,
ctx_006_02,Before Thursday.,Before Thursday.,"[PREVIOUS]
I'll request the supplier insurance certificate.
[CURRENT]
Before Thursday.
[NEXT]
Yes, that works.",contextual_curriculum,supplier,context_006_supplier,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_006,True,I'll request the supplier insurance certificate.,"Yes, that works.",none,needs_previous,context_only,deadline_previous,action,action_commitment,not_action,deadline_or_sequence
ctx_006_03,"Yes, I'll take that.","Yes, I'll take that.","[PREVIOUS]
Could you request the supplier insurance certificate?
[CURRENT]
Yes, I'll take that.
[NEXT]
Please finish by Thursday.",contextual_curriculum,supplier,context_006_supplier,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_006,True,Could you request the supplier insurance certificate?,Please finish by Thursday.,active,accepts_previous,canonical_item,none,action,action_commitment,confirmed_action,
ctx_006_04,Ravi will request the supplier insurance certificate by Thursday.,Ravi will request the supplier insurance certificate by Thursday.,"[PREVIOUS]
The work is on the list.
[CURRENT]
Ravi will request the supplier insurance certificate by Thursday.
[NEXT]
Let's move on.",contextual_curriculum,supplier,context_006_supplier,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_006,True,The work is on the list.,Let's move on.,active,standalone,canonical_item,deadline_current,action,action_commitment,confirmed_action,deadline_or_sequence
ctx_006_05,I completed the work to request the supplier insurance certificate yesterday.,I completed the work to request the supplier insurance certificate yesterday.,"[PREVIOUS]
Here is the status.
[CURRENT]
I completed the work to request the supplier insurance certificate yesterday.
[NEXT]
Nothing remains open.",contextual_curriculum,supplier,context_006_supplier,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,Here is the status.,Nothing remains open.,completed,standalone,context_only,historical,,background_context,completed_history,
ctx_006_06,I might request the supplier insurance certificate if capacity allows.,I might request the supplier insurance certificate if capacity allows.,"[PREVIOUS]
We may need help.
[CURRENT]
I might request the supplier insurance certificate if capacity allows.
[NEXT]
No action was agreed.",contextual_curriculum,supplier,context_006_supplier,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We may need help.,No action was agreed.,tentative,needs_next,context_only,other,,background_context,not_action,
ctx_006_07,"Actually, another owner will request the supplier insurance certificate instead.","Actually, another owner will request the supplier insurance certificate instead.","[PREVIOUS]
Ravi will request the supplier insurance certificate.
[CURRENT]
Actually, another owner will request the supplier insurance certificate instead.
[NEXT]
Use the new owner.",contextual_curriculum,supplier,context_006_supplier,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_006,True,Ravi will request the supplier insurance certificate.,Use the new owner.,superseded,modifies_previous,canonical_item,none,action,action_commitment,not_action,
ctx_006_08,Do not proceed with that action.,Do not proceed with that action.,"[PREVIOUS]
Please request the supplier insurance certificate.
[CURRENT]
Do not proceed with that action.
[NEXT]
It is no longer required.",contextual_curriculum,supplier,context_006_supplier,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,Please request the supplier insurance certificate.,It is no longer required.,inactive,modifies_previous,context_only,none,,background_context,not_action,
ctx_006_09,We agreed to approve onboarding only after due diligence.,We agreed to approve onboarding only after due diligence.,"[PREVIOUS]
We should choose an approach.
[CURRENT]
We agreed to approve onboarding only after due diligence.
[NEXT]
That is the final position.",contextual_curriculum,supplier,context_006_supplier,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_006,True,We should choose an approach.,That is the final position.,none,standalone,canonical_item,none,decision,decision_agreement,not_action,decision_language
ctx_006_10,Agreed.,Agreed.,"[PREVIOUS]
The proposal is to approve onboarding only after due diligence.
[CURRENT]
Agreed.
[NEXT]
Let's use that approach.",contextual_curriculum,supplier,context_006_supplier,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_006,True,The proposal is to approve onboarding only after due diligence.,Let's use that approach.,none,accepts_previous,supporting_detail,none,decision,decision_agreement,not_action,decision_language
ctx_006_11,"Yes, that is the decision.","Yes, that is the decision.","[PREVIOUS]
We agreed to approve onboarding only after due diligence.
[CURRENT]
Yes, that is the decision.
[NEXT]
Next topic.",contextual_curriculum,supplier,context_006_supplier,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_006,True,We agreed to approve onboarding only after due diligence.,Next topic.,none,needs_previous,duplicate_expression,none,decision,decision_agreement,not_action,decision_language
ctx_006_12,The team identified that missing insurance evidence could postpone onboarding.,The team identified that missing insurance evidence could postpone onboarding.,"[PREVIOUS]
We should review delivery exposure.
[CURRENT]
The team identified that missing insurance evidence could postpone onboarding.
[NEXT]
The exposure remains open.",contextual_curriculum,supplier,context_006_supplier,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,RISK_006,True,We should review delivery exposure.,The exposure remains open.,active,standalone,canonical_item,none,risk,risk_dependency,not_action,risk_language
ctx_006_13,"Yes, we should monitor that.","Yes, we should monitor that.","[PREVIOUS]
The risk is that missing insurance evidence could postpone onboarding.
[CURRENT]
Yes, we should monitor that.
[NEXT]
Add it to the register.",contextual_curriculum,supplier,context_006_supplier,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,RISK_006,True,The risk is that missing insurance evidence could postpone onboarding.,Add it to the register.,active,accepts_previous,supporting_detail,none,risk,risk_dependency,not_action,risk_language
ctx_006_14,That exposure was closed last week.,That exposure was closed last week.,"[PREVIOUS]
We previously worried that missing insurance evidence could postpone onboarding.
[CURRENT]
That exposure was closed last week.
[NEXT]
No monitoring is required.",contextual_curriculum,supplier,context_006_supplier,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We previously worried that missing insurance evidence could postpone onboarding.,No monitoring is required.,completed,modifies_previous,context_only,historical,,background_context,completed_history,
ctx_006_15,Can everyone see my screen?,Can everyone see my screen?,"[PREVIOUS]
The meeting is starting.
[CURRENT]
Can everyone see my screen?
[NEXT]
We will continue in a moment.",contextual_curriculum,supplier,context_006_supplier,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,The meeting is starting.,We will continue in a moment.,none,standalone,none,other,,background_context,not_action,
ctx_006_16,The supplier work remains in progress.,The supplier work remains in progress.,"[PREVIOUS]
We reviewed the background.
[CURRENT]
The supplier work remains in progress.
[NEXT]
No commitment was made.",contextual_curriculum,supplier,context_006_supplier,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We reviewed the background.,No commitment was made.,none,standalone,supporting_detail,none,,background_context,not_action,
ctx_007_01,I'll shorten the product demonstration.,I'll shorten the product demonstration.,"[PREVIOUS]
We need someone to handle this.
[CURRENT]
I'll shorten the product demonstration.
[NEXT]
Can it be done by Wednesday?",contextual_curriculum,webinar,context_007_webinar,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_007,True,We need someone to handle this.,Can it be done by Wednesday?,active,needs_previous,canonical_item,none,action,action_commitment,confirmed_action,
ctx_007_02,Before Wednesday.,Before Wednesday.,"[PREVIOUS]
I'll shorten the product demonstration.
[CURRENT]
Before Wednesday.
[NEXT]
Yes, that works.",contextual_curriculum,webinar,context_007_webinar,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_007,True,I'll shorten the product demonstration.,"Yes, that works.",none,needs_previous,context_only,deadline_previous,action,action_commitment,not_action,deadline_or_sequence
ctx_007_03,"Yes, I'll take that.","Yes, I'll take that.","[PREVIOUS]
Could you shorten the product demonstration?
[CURRENT]
Yes, I'll take that.
[NEXT]
Please finish by Wednesday.",contextual_curriculum,webinar,context_007_webinar,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_007,True,Could you shorten the product demonstration?,Please finish by Wednesday.,active,accepts_previous,canonical_item,none,action,action_commitment,confirmed_action,
ctx_007_04,Chloe will shorten the product demonstration by Wednesday.,Chloe will shorten the product demonstration by Wednesday.,"[PREVIOUS]
The work is on the list.
[CURRENT]
Chloe will shorten the product demonstration by Wednesday.
[NEXT]
Let's move on.",contextual_curriculum,webinar,context_007_webinar,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_007,True,The work is on the list.,Let's move on.,active,standalone,canonical_item,deadline_current,action,action_commitment,confirmed_action,deadline_or_sequence
ctx_007_05,I completed the work to shorten the product demonstration yesterday.,I completed the work to shorten the product demonstration yesterday.,"[PREVIOUS]
Here is the status.
[CURRENT]
I completed the work to shorten the product demonstration yesterday.
[NEXT]
Nothing remains open.",contextual_curriculum,webinar,context_007_webinar,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,Here is the status.,Nothing remains open.,completed,standalone,context_only,historical,,background_context,completed_history,
ctx_007_06,I might shorten the product demonstration if capacity allows.,I might shorten the product demonstration if capacity allows.,"[PREVIOUS]
We may need help.
[CURRENT]
I might shorten the product demonstration if capacity allows.
[NEXT]
No action was agreed.",contextual_curriculum,webinar,context_007_webinar,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We may need help.,No action was agreed.,tentative,needs_next,context_only,other,,background_context,not_action,
ctx_007_07,"Actually, another owner will shorten the product demonstration instead.","Actually, another owner will shorten the product demonstration instead.","[PREVIOUS]
Chloe will shorten the product demonstration.
[CURRENT]
Actually, another owner will shorten the product demonstration instead.
[NEXT]
Use the new owner.",contextual_curriculum,webinar,context_007_webinar,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_007,True,Chloe will shorten the product demonstration.,Use the new owner.,superseded,modifies_previous,canonical_item,none,action,action_commitment,not_action,
ctx_007_08,Do not proceed with that action.,Do not proceed with that action.,"[PREVIOUS]
Please shorten the product demonstration.
[CURRENT]
Do not proceed with that action.
[NEXT]
It is no longer required.",contextual_curriculum,webinar,context_007_webinar,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,Please shorten the product demonstration.,It is no longer required.,inactive,modifies_previous,context_only,none,,background_context,not_action,
ctx_007_09,We agreed to reserve the final fifteen minutes for questions.,We agreed to reserve the final fifteen minutes for questions.,"[PREVIOUS]
We should choose an approach.
[CURRENT]
We agreed to reserve the final fifteen minutes for questions.
[NEXT]
That is the final position.",contextual_curriculum,webinar,context_007_webinar,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_007,True,We should choose an approach.,That is the final position.,none,standalone,canonical_item,none,decision,decision_agreement,not_action,decision_language
ctx_007_10,Agreed.,Agreed.,"[PREVIOUS]
The proposal is to reserve the final fifteen minutes for questions.
[CURRENT]
Agreed.
[NEXT]
Let's use that approach.",contextual_curriculum,webinar,context_007_webinar,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_007,True,The proposal is to reserve the final fifteen minutes for questions.,Let's use that approach.,none,accepts_previous,supporting_detail,none,decision,decision_agreement,not_action,decision_language
ctx_007_11,"Yes, that is the decision.","Yes, that is the decision.","[PREVIOUS]
We agreed to reserve the final fifteen minutes for questions.
[CURRENT]
Yes, that is the decision.
[NEXT]
Next topic.",contextual_curriculum,webinar,context_007_webinar,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_007,True,We agreed to reserve the final fifteen minutes for questions.,Next topic.,none,needs_previous,duplicate_expression,none,decision,decision_agreement,not_action,decision_language
ctx_007_12,The team identified that a long demonstration could crowd out questions.,The team identified that a long demonstration could crowd out questions.,"[PREVIOUS]
We should review delivery exposure.
[CURRENT]
The team identified that a long demonstration could crowd out questions.
[NEXT]
The exposure remains open.",contextual_curriculum,webinar,context_007_webinar,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,RISK_007,True,We should review delivery exposure.,The exposure remains open.,active,standalone,canonical_item,none,risk,risk_dependency,not_action,risk_language
ctx_007_13,"Yes, we should monitor that.","Yes, we should monitor that.","[PREVIOUS]
The risk is that a long demonstration could crowd out questions.
[CURRENT]
Yes, we should monitor that.
[NEXT]
Add it to the register.",contextual_curriculum,webinar,context_007_webinar,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,RISK_007,True,The risk is that a long demonstration could crowd out questions.,Add it to the register.,active,accepts_previous,supporting_detail,none,risk,risk_dependency,not_action,risk_language
ctx_007_14,That exposure was closed last week.,That exposure was closed last week.,"[PREVIOUS]
We previously worried that a long demonstration could crowd out questions.
[CURRENT]
That exposure was closed last week.
[NEXT]
No monitoring is required.",contextual_curriculum,webinar,context_007_webinar,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We previously worried that a long demonstration could crowd out questions.,No monitoring is required.,completed,modifies_previous,context_only,historical,,background_context,completed_history,
ctx_007_15,Can everyone see my screen?,Can everyone see my screen?,"[PREVIOUS]
The meeting is starting.
[CURRENT]
Can everyone see my screen?
[NEXT]
We will continue in a moment.",contextual_curriculum,webinar,context_007_webinar,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,The meeting is starting.,We will continue in a moment.,none,standalone,none,other,,background_context,not_action,
ctx_007_16,The webinar work remains in progress.,The webinar work remains in progress.,"[PREVIOUS]
We reviewed the background.
[CURRENT]
The webinar work remains in progress.
[NEXT]
No commitment was made.",contextual_curriculum,webinar,context_007_webinar,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We reviewed the background.,No commitment was made.,none,standalone,supporting_detail,none,,background_context,not_action,
ctx_008_01,I'll disable the legacy file-transfer account.,I'll disable the legacy file-transfer account.,"[PREVIOUS]
We need someone to handle this.
[CURRENT]
I'll disable the legacy file-transfer account.
[NEXT]
Can it be done by end of day?",contextual_curriculum,security,context_008_security,validation,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_008,True,We need someone to handle this.,Can it be done by end of day?,active,needs_previous,canonical_item,none,action,action_commitment,confirmed_action,
ctx_008_02,Before end of day.,Before end of day.,"[PREVIOUS]
I'll disable the legacy file-transfer account.
[CURRENT]
Before end of day.
[NEXT]
Yes, that works.",contextual_curriculum,security,context_008_security,validation,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_008,True,I'll disable the legacy file-transfer account.,"Yes, that works.",none,needs_previous,context_only,deadline_previous,action,action_commitment,not_action,deadline_or_sequence
ctx_008_03,"Yes, I'll take that.","Yes, I'll take that.","[PREVIOUS]
Could you disable the legacy file-transfer account?
[CURRENT]
Yes, I'll take that.
[NEXT]
Please finish by end of day.",contextual_curriculum,security,context_008_security,validation,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_008,True,Could you disable the legacy file-transfer account?,Please finish by end of day.,active,accepts_previous,canonical_item,none,action,action_commitment,confirmed_action,
ctx_008_04,Jonah will disable the legacy file-transfer account by end of day.,Jonah will disable the legacy file-transfer account by end of day.,"[PREVIOUS]
The work is on the list.
[CURRENT]
Jonah will disable the legacy file-transfer account by end of day.
[NEXT]
Let's move on.",contextual_curriculum,security,context_008_security,validation,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_008,True,The work is on the list.,Let's move on.,active,standalone,canonical_item,deadline_current,action,action_commitment,confirmed_action,deadline_or_sequence
ctx_008_05,I completed the work to disable the legacy file-transfer account yesterday.,I completed the work to disable the legacy file-transfer account yesterday.,"[PREVIOUS]
Here is the status.
[CURRENT]
I completed the work to disable the legacy file-transfer account yesterday.
[NEXT]
Nothing remains open.",contextual_curriculum,security,context_008_security,validation,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,Here is the status.,Nothing remains open.,completed,standalone,context_only,historical,,background_context,completed_history,
ctx_008_06,I might disable the legacy file-transfer account if capacity allows.,I might disable the legacy file-transfer account if capacity allows.,"[PREVIOUS]
We may need help.
[CURRENT]
I might disable the legacy file-transfer account if capacity allows.
[NEXT]
No action was agreed.",contextual_curriculum,security,context_008_security,validation,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We may need help.,No action was agreed.,tentative,needs_next,context_only,other,,background_context,not_action,
ctx_008_07,"Actually, another owner will disable the legacy file-transfer account instead.","Actually, another owner will disable the legacy file-transfer account instead.","[PREVIOUS]
Jonah will disable the legacy file-transfer account.
[CURRENT]
Actually, another owner will disable the legacy file-transfer account instead.
[NEXT]
Use the new owner.",contextual_curriculum,security,context_008_security,validation,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_008,True,Jonah will disable the legacy file-transfer account.,Use the new owner.,superseded,modifies_previous,canonical_item,none,action,action_commitment,not_action,
ctx_008_08,Do not proceed with that action.,Do not proceed with that action.,"[PREVIOUS]
Please disable the legacy file-transfer account.
[CURRENT]
Do not proceed with that action.
[NEXT]
It is no longer required.",contextual_curriculum,security,context_008_security,validation,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,Please disable the legacy file-transfer account.,It is no longer required.,inactive,modifies_previous,context_only,none,,background_context,not_action,
ctx_008_09,We agreed to require multifactor authentication for external access.,We agreed to require multifactor authentication for external access.,"[PREVIOUS]
We should choose an approach.
[CURRENT]
We agreed to require multifactor authentication for external access.
[NEXT]
That is the final position.",contextual_curriculum,security,context_008_security,validation,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_008,True,We should choose an approach.,That is the final position.,none,standalone,canonical_item,none,decision,decision_agreement,not_action,decision_language
ctx_008_10,Agreed.,Agreed.,"[PREVIOUS]
The proposal is to require multifactor authentication for external access.
[CURRENT]
Agreed.
[NEXT]
Let's use that approach.",contextual_curriculum,security,context_008_security,validation,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_008,True,The proposal is to require multifactor authentication for external access.,Let's use that approach.,none,accepts_previous,supporting_detail,none,decision,decision_agreement,not_action,decision_language
ctx_008_11,"Yes, that is the decision.","Yes, that is the decision.","[PREVIOUS]
We agreed to require multifactor authentication for external access.
[CURRENT]
Yes, that is the decision.
[NEXT]
Next topic.",contextual_curriculum,security,context_008_security,validation,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_008,True,We agreed to require multifactor authentication for external access.,Next topic.,none,needs_previous,duplicate_expression,none,decision,decision_agreement,not_action,decision_language
ctx_008_12,The team identified that the legacy account creates an unauthorised-access risk.,The team identified that the legacy account creates an unauthorised-access risk.,"[PREVIOUS]
We should review delivery exposure.
[CURRENT]
The team identified that the legacy account creates an unauthorised-access risk.
[NEXT]
The exposure remains open.",contextual_curriculum,security,context_008_security,validation,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,RISK_008,True,We should review delivery exposure.,The exposure remains open.,active,standalone,canonical_item,none,risk,risk_dependency,not_action,risk_language
ctx_008_13,"Yes, we should monitor that.","Yes, we should monitor that.","[PREVIOUS]
The risk is that the legacy account creates an unauthorised-access risk.
[CURRENT]
Yes, we should monitor that.
[NEXT]
Add it to the register.",contextual_curriculum,security,context_008_security,validation,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,RISK_008,True,The risk is that the legacy account creates an unauthorised-access risk.,Add it to the register.,active,accepts_previous,supporting_detail,none,risk,risk_dependency,not_action,risk_language
ctx_008_14,That exposure was closed last week.,That exposure was closed last week.,"[PREVIOUS]
We previously worried that the legacy account creates an unauthorised-access risk.
[CURRENT]
That exposure was closed last week.
[NEXT]
No monitoring is required.",contextual_curriculum,security,context_008_security,validation,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We previously worried that the legacy account creates an unauthorised-access risk.,No monitoring is required.,completed,modifies_previous,context_only,historical,,background_context,completed_history,
ctx_008_15,Can everyone see my screen?,Can everyone see my screen?,"[PREVIOUS]
The meeting is starting.
[CURRENT]
Can everyone see my screen?
[NEXT]
We will continue in a moment.",contextual_curriculum,security,context_008_security,validation,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,The meeting is starting.,We will continue in a moment.,none,standalone,none,other,,background_context,not_action,
ctx_008_16,The security work remains in progress.,The security work remains in progress.,"[PREVIOUS]
We reviewed the background.
[CURRENT]
The security work remains in progress.
[NEXT]
No commitment was made.",contextual_curriculum,security,context_008_security,validation,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We reviewed the background.,No commitment was made.,none,standalone,supporting_detail,none,,background_context,not_action,
ctx_009_01,I'll redline the termination wording.,I'll redline the termination wording.,"[PREVIOUS]
We need someone to handle this.
[CURRENT]
I'll redline the termination wording.
[NEXT]
Can it be done by Monday?",contextual_curriculum,contract,context_009_contract,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_009,True,We need someone to handle this.,Can it be done by Monday?,active,needs_previous,canonical_item,none,action,action_commitment,confirmed_action,
ctx_009_02,Before Monday.,Before Monday.,"[PREVIOUS]
I'll redline the termination wording.
[CURRENT]
Before Monday.
[NEXT]
Yes, that works.",contextual_curriculum,contract,context_009_contract,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_009,True,I'll redline the termination wording.,"Yes, that works.",none,needs_previous,context_only,deadline_previous,action,action_commitment,not_action,deadline_or_sequence
ctx_009_03,"Yes, I'll take that.","Yes, I'll take that.","[PREVIOUS]
Could you redline the termination wording?
[CURRENT]
Yes, I'll take that.
[NEXT]
Please finish by Monday.",contextual_curriculum,contract,context_009_contract,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_009,True,Could you redline the termination wording?,Please finish by Monday.,active,accepts_previous,canonical_item,none,action,action_commitment,confirmed_action,
ctx_009_04,Amara will redline the termination wording by Monday.,Amara will redline the termination wording by Monday.,"[PREVIOUS]
The work is on the list.
[CURRENT]
Amara will redline the termination wording by Monday.
[NEXT]
Let's move on.",contextual_curriculum,contract,context_009_contract,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_009,True,The work is on the list.,Let's move on.,active,standalone,canonical_item,deadline_current,action,action_commitment,confirmed_action,deadline_or_sequence
ctx_009_05,I completed the work to redline the termination wording yesterday.,I completed the work to redline the termination wording yesterday.,"[PREVIOUS]
Here is the status.
[CURRENT]
I completed the work to redline the termination wording yesterday.
[NEXT]
Nothing remains open.",contextual_curriculum,contract,context_009_contract,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,Here is the status.,Nothing remains open.,completed,standalone,context_only,historical,,background_context,completed_history,
ctx_009_06,I might redline the termination wording if capacity allows.,I might redline the termination wording if capacity allows.,"[PREVIOUS]
We may need help.
[CURRENT]
I might redline the termination wording if capacity allows.
[NEXT]
No action was agreed.",contextual_curriculum,contract,context_009_contract,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We may need help.,No action was agreed.,tentative,needs_next,context_only,other,,background_context,not_action,
ctx_009_07,"Actually, another owner will redline the termination wording instead.","Actually, another owner will redline the termination wording instead.","[PREVIOUS]
Amara will redline the termination wording.
[CURRENT]
Actually, another owner will redline the termination wording instead.
[NEXT]
Use the new owner.",contextual_curriculum,contract,context_009_contract,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_009,True,Amara will redline the termination wording.,Use the new owner.,superseded,modifies_previous,canonical_item,none,action,action_commitment,not_action,
ctx_009_08,Do not proceed with that action.,Do not proceed with that action.,"[PREVIOUS]
Please redline the termination wording.
[CURRENT]
Do not proceed with that action.
[NEXT]
It is no longer required.",contextual_curriculum,contract,context_009_contract,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,Please redline the termination wording.,It is no longer required.,inactive,modifies_previous,context_only,none,,background_context,not_action,
ctx_009_09,We agreed to offer a twelve-month renewal.,We agreed to offer a twelve-month renewal.,"[PREVIOUS]
We should choose an approach.
[CURRENT]
We agreed to offer a twelve-month renewal.
[NEXT]
That is the final position.",contextual_curriculum,contract,context_009_contract,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_009,True,We should choose an approach.,That is the final position.,none,standalone,canonical_item,none,decision,decision_agreement,not_action,decision_language
ctx_009_10,Agreed.,Agreed.,"[PREVIOUS]
The proposal is to offer a twelve-month renewal.
[CURRENT]
Agreed.
[NEXT]
Let's use that approach.",contextual_curriculum,contract,context_009_contract,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_009,True,The proposal is to offer a twelve-month renewal.,Let's use that approach.,none,accepts_previous,supporting_detail,none,decision,decision_agreement,not_action,decision_language
ctx_009_11,"Yes, that is the decision.","Yes, that is the decision.","[PREVIOUS]
We agreed to offer a twelve-month renewal.
[CURRENT]
Yes, that is the decision.
[NEXT]
Next topic.",contextual_curriculum,contract,context_009_contract,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_009,True,We agreed to offer a twelve-month renewal.,Next topic.,none,needs_previous,duplicate_expression,none,decision,decision_agreement,not_action,decision_language
