row_id,text,speech_act,evidence_type,action_state,signals,domain,group_id,recommended_split,source,review_status,review_confidence,review_notes,previous_text,current_text,next_text,context_text,lifecycle_state,context_dependency,canonical_worthiness,temporal_role,canonical_group_id,gold_include,gold_section
mmt_0496,Action: Orla to confirm the countries shipped to and share the language list for DoCs.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|recipient_or_handover,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Action: Orla to confirm the countries shipped to and share the language list for DoCs.,,"[PREVIOUS]

[CURRENT]
Action: Orla to confirm the countries shipped to and share the language list for DoCs.
[NEXT]
",,,,,,,
mmt_0497,Orla to check with Cody and provide the final country list for DoC language requirements.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|recipient_or_handover,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Orla to check with Cody and provide the final country list for DoC language requirements.,,"[PREVIOUS]

[CURRENT]
Orla to check with Cody and provide the final country list for DoC language requirements.
[NEXT]
",,,,,,,
mmt_0498,John-Paul to review the DoCs for sunglasses for MDR and PPE compliance.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,John-Paul to review the DoCs for sunglasses for MDR and PPE compliance.,,"[PREVIOUS]

[CURRENT]
John-Paul to review the DoCs for sunglasses for MDR and PPE compliance.
[NEXT]
",,,,,,,
mmt_0499,John-Paul will review the declarations of conformity against MDR and PPE requirements.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,John-Paul will review the declarations of conformity against MDR and PPE requirements.,,"[PREVIOUS]

[CURRENT]
John-Paul will review the declarations of conformity against MDR and PPE requirements.
[NEXT]
",,,,,,,
mmt_0500,Action: John-Paul to check the sunglasses DoC for MDR and PPE compliance.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Action: John-Paul to check the sunglasses DoC for MDR and PPE compliance.,,"[PREVIOUS]

[CURRENT]
Action: John-Paul to check the sunglasses DoC for MDR and PPE compliance.
[NEXT]
",,,,,,,
mmt_0501,John-Paul to update any DoC risk rationale gaps after reviewing MDR and PPE compliance.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|deadline_or_sequence,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,John-Paul to update any DoC risk rationale gaps after reviewing MDR and PPE compliance.,,"[PREVIOUS]

[CURRENT]
John-Paul to update any DoC risk rationale gaps after reviewing MDR and PPE compliance.
[NEXT]
",,,,,,,
mmt_0502,Jacqui to review the HPRA invoice fee before Dita pays it.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|deadline_or_sequence,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Jacqui to review the HPRA invoice fee before Dita pays it.,,"[PREVIOUS]

[CURRENT]
Jacqui to review the HPRA invoice fee before Dita pays it.
[NEXT]
",,,,,,,
mmt_0503,Jacqui will review the HPRA invoice and fee with Colm before payment.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|deadline_or_sequence,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Jacqui will review the HPRA invoice and fee with Colm before payment.,,"[PREVIOUS]

[CURRENT]
Jacqui will review the HPRA invoice and fee with Colm before payment.
[NEXT]
",,,,,,,
mmt_0504,Action: Jacqui to check the HPRA annual fee invoice and advise Orla.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Action: Jacqui to check the HPRA annual fee invoice and advise Orla.,,"[PREVIOUS]

[CURRENT]
Action: Jacqui to check the HPRA annual fee invoice and advise Orla.
[NEXT]
",,,,,,,
mmt_0505,Jacqui and Colm to review the HPRA invoice fee and confirm whether it is correct.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Jacqui and Colm to review the HPRA invoice fee and confirm whether it is correct.,,"[PREVIOUS]

[CURRENT]
Jacqui and Colm to review the HPRA invoice fee and confirm whether it is correct.
[NEXT]
",,,,,,,
mmt_0506,Jacqui to have a look at the HPRA bill and talk to Liam for direction.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Jacqui to have a look at the HPRA bill and talk to Liam for direction.,,"[PREVIOUS]

[CURRENT]
Jacqui to have a look at the HPRA bill and talk to Liam for direction.
[NEXT]
",,,,,,,
mmt_0507,Jacqui to review the HPRA invoice and SRN email for reference.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Jacqui to review the HPRA invoice and SRN email for reference.,,"[PREVIOUS]

[CURRENT]
Jacqui to review the HPRA invoice and SRN email for reference.
[NEXT]
",,,,,,,
mmt_0508,Orla to follow up with Cody for a copy of the MedEnvoy project plan for manufacturer EO.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|recipient_or_handover,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Orla to follow up with Cody for a copy of the MedEnvoy project plan for manufacturer EO.,,"[PREVIOUS]

[CURRENT]
Orla to follow up with Cody for a copy of the MedEnvoy project plan for manufacturer EO.
[NEXT]
",,,,,,,
mmt_0509,Orla will ask Cody for the MedEnvoy task list so Trinzo can avoid duplication.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|recipient_or_handover,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Orla will ask Cody for the MedEnvoy task list so Trinzo can avoid duplication.,,"[PREVIOUS]

[CURRENT]
Orla will ask Cody for the MedEnvoy task list so Trinzo can avoid duplication.
[NEXT]
",,,,,,,
mmt_0510,Action: Orla to mention the MedEnvoy project plan request to Cody on her call.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|recipient_or_handover,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Action: Orla to mention the MedEnvoy project plan request to Cody on her call.,,"[PREVIOUS]

[CURRENT]
Action: Orla to mention the MedEnvoy project plan request to Cody on her call.
[NEXT]
",,,,,,,
mmt_0511,Orla to get the MedEnvoy project plan or task list from Cody.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|recipient_or_handover,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Orla to get the MedEnvoy project plan or task list from Cody.,,"[PREVIOUS]

[CURRENT]
Orla to get the MedEnvoy project plan or task list from Cody.
[NEXT]
",,,,,,,
mmt_0512,Jacqui will flick this over to Orla.,legacy_reviewed,document_control_task,possible_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|recipient_or_handover,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Jacqui will flick this over to Orla.,,"[PREVIOUS]

[CURRENT]
Jacqui will flick this over to Orla.
[NEXT]
",,,,,,,
mmt_0513,I will flick this over to Orla.,legacy_reviewed,document_control_task,possible_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|recipient_or_handover,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,I will flick this over to Orla.,,"[PREVIOUS]

[CURRENT]
I will flick this over to Orla.
[NEXT]
",,,,,,,
mmt_0514,Jenny said she could have a look at the label if wanted.,legacy_reviewed,document_control_task,possible_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|hypothetical_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Jenny said she could have a look at the label if wanted.,,"[PREVIOUS]

[CURRENT]
Jenny said she could have a look at the label if wanted.
[NEXT]
",,,,,,,
mmt_0515,Jenny could review the label from an importer point of view.,legacy_reviewed,document_control_task,possible_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|hypothetical_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Jenny could review the label from an importer point of view.,,"[PREVIOUS]

[CURRENT]
Jenny could review the label from an importer point of view.
[NEXT]
",,,,,,,
mmt_0516,The label discussion covered barcode format and production information.,legacy_reviewed,discussion_topic,not_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,The label discussion covered barcode format and production information.,,"[PREVIOUS]

[CURRENT]
The label discussion covered barcode format and production information.
[NEXT]
",,,,,,,
mmt_0517,The US team is managing the barcode design and label format.,legacy_reviewed,document_control_task,not_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,The US team is managing the barcode design and label format.,,"[PREVIOUS]

[CURRENT]
The US team is managing the barcode design and label format.
[NEXT]
",,,,,,,
mmt_0518,Orla said the label update is already in motion.,legacy_reviewed,background_context,completed_history,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|completed_tense,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Orla said the label update is already in motion.,,"[PREVIOUS]

[CURRENT]
Orla said the label update is already in motion.
[NEXT]
",,,,,,,
mmt_0519,The QMS manual was shared by Mark on Friday.,legacy_reviewed,background_context,completed_history,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|completed_tense,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,The QMS manual was shared by Mark on Friday.,,"[PREVIOUS]

[CURRENT]
The QMS manual was shared by Mark on Friday.
[NEXT]
",,,,,,,
mmt_0520,Mark showed the QMS manual on screen.,legacy_reviewed,background_context,completed_history,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|completed_tense,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Mark showed the QMS manual on screen.,,"[PREVIOUS]

[CURRENT]
Mark showed the QMS manual on screen.
[NEXT]
",,,,,,,
mmt_0521,The QMS manual acts as the building block for the importer process.,legacy_reviewed,discussion_topic,not_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,The QMS manual acts as the building block for the importer process.,,"[PREVIOUS]

[CURRENT]
The QMS manual acts as the building block for the importer process.
[NEXT]
",,,,,,,
mmt_0522,"Orla said Cody is working with MedEnvoy, not her.",legacy_reviewed,document_control_task,not_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,"Orla said Cody is working with MedEnvoy, not her.",,"[PREVIOUS]

[CURRENT]
Orla said Cody is working with MedEnvoy, not her.
[NEXT]
",,,,,,,
mmt_0523,Jacqui had already asked Cody for the MedEnvoy project plan last week.,legacy_reviewed,background_context,completed_history,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|completed_tense|recipient_or_handover,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Jacqui had already asked Cody for the MedEnvoy project plan last week.,,"[PREVIOUS]

[CURRENT]
Jacqui had already asked Cody for the MedEnvoy project plan last week.
[NEXT]
",,,,,,,
mmt_0524,Cody might have already contracted MedEnvoy to upload the data.,legacy_reviewed,document_control_task,not_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|hypothetical_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Cody might have already contracted MedEnvoy to upload the data.,,"[PREVIOUS]

[CURRENT]
Cody might have already contracted MedEnvoy to upload the data.
[NEXT]
",,,,,,,
mmt_0525,It would help to have the MedEnvoy task list.,legacy_reviewed,document_control_task,possible_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|hypothetical_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,It would help to have the MedEnvoy task list.,,"[PREVIOUS]

[CURRENT]
It would help to have the MedEnvoy task list.
[NEXT]
",,,,,,,
mmt_0526,The DoC language discussion covered whether English-only declarations are sufficient.,legacy_reviewed,discussion_topic,not_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,The DoC language discussion covered whether English-only declarations are sufficient.,,"[PREVIOUS]

[CURRENT]
The DoC language discussion covered whether English-only declarations are sufficient.
[NEXT]
",,,,,,,
mmt_0527,John-Paul explained that English is often accepted for DoCs.,legacy_reviewed,discussion_topic,not_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,John-Paul explained that English is often accepted for DoCs.,,"[PREVIOUS]

[CURRENT]
John-Paul explained that English is often accepted for DoCs.
[NEXT]
",,,,,,,
mmt_0528,The declarations may need risk rationale for PPE category one.,legacy_reviewed,document_control_task,possible_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|hypothetical_language|risk_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,The declarations may need risk rationale for PPE category one.,,"[PREVIOUS]

[CURRENT]
The declarations may need risk rationale for PPE category one.
[NEXT]
",,,,,,,
mmt_0529,Colby is also working on registering sunglasses and updating declarations.,legacy_reviewed,document_control_task,not_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Colby is also working on registering sunglasses and updating declarations.,,"[PREVIOUS]

[CURRENT]
Colby is also working on registering sunglasses and updating declarations.
[NEXT]
",,,,,,,
mmt_0530,The HPRA have sent Orla a bill for authorised representative annual fees.,legacy_reviewed,document_control_task,not_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,The HPRA have sent Orla a bill for authorised representative annual fees.,,"[PREVIOUS]

[CURRENT]
The HPRA have sent Orla a bill for authorised representative annual fees.
[NEXT]
",,,,,,,
mmt_0531,Orla can send a copy of the HPRA bill.,legacy_reviewed,document_control_task,possible_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|recipient_or_handover,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Orla can send a copy of the HPRA bill.,,"[PREVIOUS]

[CURRENT]
Orla can send a copy of the HPRA bill.
[NEXT]
",,,,,,,
mmt_0532,Orla can send the SRN confirmation email as well.,legacy_reviewed,document_control_task,possible_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|recipient_or_handover,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Orla can send the SRN confirmation email as well.,,"[PREVIOUS]

[CURRENT]
Orla can send the SRN confirmation email as well.
[NEXT]
",,,,,,,
mmt_0533,The invoice and the email were mentioned for reference.,legacy_reviewed,document_control_task,not_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,The invoice and the email were mentioned for reference.,,"[PREVIOUS]

[CURRENT]
The invoice and the email were mentioned for reference.
[NEXT]
",,,,,,,
mmt_0534,Colm said it looked like another form of tax.,legacy_reviewed,low_value_noise,not_action,,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Colm said it looked like another form of tax.,,"[PREVIOUS]

[CURRENT]
Colm said it looked like another form of tax.
[NEXT]
",,,,,,,
mmt_0535,Jacqui said they could talk to Liam for direction.,legacy_reviewed,document_control_task,possible_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|hypothetical_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Jacqui said they could talk to Liam for direction.,,"[PREVIOUS]

[CURRENT]
Jacqui said they could talk to Liam for direction.
[NEXT]
",,,,,,,
mmt_0536,Sarah to share the updated supplier label with Andrew for review.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|recipient_or_handover,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Sarah to share the updated supplier label with Andrew for review.,,"[PREVIOUS]

[CURRENT]
Sarah to share the updated supplier label with Andrew for review.
[NEXT]
",,,,,,,
mmt_0537,Andrew said he could review the supplier label if Sarah sends it through.,legacy_reviewed,document_control_task,possible_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|hypothetical_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Andrew said he could review the supplier label if Sarah sends it through.,,"[PREVIOUS]

[CURRENT]
Andrew said he could review the supplier label if Sarah sends it through.
[NEXT]
",,,,,,,
mmt_0538,Rebecca to review the audit invoice before the client pays it.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|deadline_or_sequence,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Rebecca to review the audit invoice before the client pays it.,,"[PREVIOUS]

[CURRENT]
Rebecca to review the audit invoice before the client pays it.
[NEXT]
",,,,,,,
mmt_0539,Niamh can send the audit invoice to Rebecca.,legacy_reviewed,document_control_task,possible_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|recipient_or_handover,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Niamh can send the audit invoice to Rebecca.,,"[PREVIOUS]

[CURRENT]
Niamh can send the audit invoice to Rebecca.
[NEXT]
",,,,,,,
mmt_0540,David to review the compliance declaration against UKCA and MDR requirements.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,David to review the compliance declaration against UKCA and MDR requirements.,,"[PREVIOUS]

[CURRENT]
David to review the compliance declaration against UKCA and MDR requirements.
[NEXT]
",,,,,,,
mmt_0541,The declaration requirements were discussed for UKCA and MDR.,legacy_reviewed,discussion_topic,not_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,The declaration requirements were discussed for UKCA and MDR.,,"[PREVIOUS]

[CURRENT]
The declaration requirements were discussed for UKCA and MDR.
[NEXT]
",,,,,,,
mmt_0542,Claire to send the draft policy to Niamh for review.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|recipient_or_handover,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Claire to send the draft policy to Niamh for review.,,"[PREVIOUS]

[CURRENT]
Claire to send the draft policy to Niamh for review.
[NEXT]
",,,,,,,
mmt_0543,Niamh could have a look at the draft policy if Claire shares it.,legacy_reviewed,document_control_task,possible_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|hypothetical_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Niamh could have a look at the draft policy if Claire shares it.,,"[PREVIOUS]

[CURRENT]
Niamh could have a look at the draft policy if Claire shares it.
[NEXT]
",,,,,,,
mmt_0544,Stuart to ask Karen for the audit plan and task list.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|recipient_or_handover,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Stuart to ask Karen for the audit plan and task list.,,"[PREVIOUS]

[CURRENT]
Stuart to ask Karen for the audit plan and task list.
[NEXT]
",,,,,,,
mmt_0545,Karen may already have an audit plan.,legacy_reviewed,discussion_topic,not_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|hypothetical_language,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Karen may already have an audit plan.,,"[PREVIOUS]

[CURRENT]
Karen may already have an audit plan.
[NEXT]
",,,,,,,
mmt_0546,Jacqui to review the site-access form before it is submitted.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|deadline_or_sequence,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Jacqui to review the site-access form before it is submitted.,,"[PREVIOUS]

[CURRENT]
Jacqui to review the site-access form before it is submitted.
[NEXT]
",,,,,,,
mmt_0547,Stuart has already submitted the site-access form.,legacy_reviewed,background_context,completed_history,named_owner|explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language|completed_tense,evidence,source:ai_generated_from_2026_08_10_ownership_framing_weak_spot_analysis,train,AI generated from 2026-08-10 ownership/framing weak-spot analysis,human_approved,,,,Stuart has already submitted the site-access form.,,"[PREVIOUS]

[CURRENT]
Stuart has already submitted the site-access form.
[NEXT]
",,,,,,,
targeted_ev_001_1,Maya Chen: I will send the revised accessibility audit to Leon Friday afternoon.,legacy_reviewed,document_control_task,confirmed_action,,evidence,targeted_context_001,train,targeted_generalisation_20260812,human_approved,,,,Maya Chen: I will send the revised accessibility audit to Leon Friday afternoon.,,"[PREVIOUS]

[CURRENT]
Maya Chen: I will send the revised accessibility audit to Leon Friday afternoon.
[NEXT]
",,,,,,,
targeted_ev_001_2,"Maya Chen: We could send the revised accessibility audit to Leon Friday afternoon if capacity allows, but nothing has been agreed.",legacy_reviewed,discussion_topic,possible_action,,evidence,targeted_context_001,train,targeted_generalisation_20260812,human_approved,,,,"Maya Chen: We could send the revised accessibility audit to Leon Friday afternoon if capacity allows, but nothing has been agreed.",,"[PREVIOUS]

[CURRENT]
Maya Chen: We could send the revised accessibility audit to Leon Friday afternoon if capacity allows, but nothing has been agreed.
[NEXT]
",,,,,,,
targeted_ev_001_3,The work for Maya Chen to send the revised accessibility audit to Leon was completed yesterday; nothing remains outstanding.,legacy_reviewed,background_context,completed_history,,evidence,targeted_context_001,train,targeted_generalisation_20260812,human_approved,,,,The work for Maya Chen to send the revised accessibility audit to Leon was completed yesterday; nothing remains outstanding.,,"[PREVIOUS]

[CURRENT]
The work for Maya Chen to send the revised accessibility audit to Leon was completed yesterday; nothing remains outstanding.
[NEXT]
",,,,,,,
targeted_ev_001_4,Maya Chen: The website accessibility discussion covered whether someone should send the revised accessibility audit to Leon. The chair closed it with no action today.,legacy_reviewed,discussion_topic,not_action,,evidence,targeted_context_001,train,targeted_generalisation_20260812,human_approved,,,,Maya Chen: The website accessibility discussion covered whether someone should send the revised accessibility audit to Leon. The chair closed it with no action today.,,"[PREVIOUS]

[CURRENT]
Maya Chen: The website accessibility discussion covered whether someone should send the revised accessibility audit to Leon. The chair closed it with no action today.
[NEXT]
",,,,,,,
